BELNR,BUKRS,GJAHR,BLDAT,BUDAT,BLART,WAERS,BKTXT,XBLNR,USNAM,CPUDT,TCODE,MONAT,NUMPG
0000795852,N3IT,2025,1/11/25,1/11/25,RE,EUR,N3N3 Vendor Invoice 2025-01-11,REF00795852,FIPOST,1/11/25,F-02,1,2
0000795939,N3IT,2025,1/19/25,1/19/25,RV,EUR,N3N3 Revenue Invoice 2025-01-19,REF00795939,MMPOST,1/19/25,MIRO,1,4
0000796018,N3IT,2025,1/4/25,1/4/25,RE,EUR,N3N3 Vendor Invoice 2025-01-04,REF00796018,BATCH,1/4/25,FB01,1,2
0000796030,N3SN,2025,1/4/25,1/4/25,RE,XOF,N3N3 Vendor Invoice 2025-01-04,REF00796030,SDPOST,1/4/25,VF01,1,2
0000796098,N3IT,2025,1/11/25,1/11/25,RE,EUR,N3N3 Vendor Invoice 2025-01-11,REF00796098,BATCH,1/11/25,FB01,1,4
0000796150,N3SN,2025,1/22/25,1/22/25,RV,XOF,N3N3 Revenue Invoice 2025-01-22,REF00796150,BATCH,1/22/25,MIRO,1,4
0000796208,N3IT,2025,1/29/25,1/29/25,SA,EUR,N3N3 GL Posting 2025-01-29,REF00796208,FIPOST,1/29/25,MIRO,1,2
0000796214,N3IT,2025,1/21/25,1/21/25,RV,EUR,N3N3 Revenue Invoice 2025-01-21,REF00796214,BATCH,1/21/25,VF01,1,4
0000796230,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00796230,SAPUSER,1/30/25,VF01,1,4
0000796232,N3IT,2025,1/9/25,1/9/25,SA,EUR,N3N3 GL Posting 2025-01-09,REF00796232,SAPUSER,1/9/25,FB50,1,4
0000796319,N3IT,2025,1/5/25,1/5/25,RV,EUR,N3N3 Revenue Invoice 2025-01-05,REF00796319,BATCH,1/5/25,VF01,1,4
0000796331,N3IT,2025,1/6/25,1/6/25,RE,EUR,N3N3 Vendor Invoice 2025-01-06,REF00796331,BATCH,1/6/25,F-02,1,2
0000796384,N3IT,2025,1/8/25,1/8/25,RV,EUR,N3N3 Revenue Invoice 2025-01-08,REF00796384,BATCH,1/8/25,F-02,1,4
0000796524,N3IT,2025,1/27/25,1/27/25,RE,EUR,N3N3 Vendor Invoice 2025-01-27,REF00796524,FIPOST,1/27/25,FB50,1,2
0000796531,N3IT,2025,1/15/25,1/15/25,RE,EUR,N3N3 Vendor Invoice 2025-01-15,REF00796531,SAPUSER,1/15/25,F-02,1,2
0000796666,N3IT,2025,1/1/25,1/1/25,SA,EUR,N3N3 GL Posting 2025-01-01,REF00796666,MMPOST,1/1/25,MIRO,1,2
0000796699,N3IT,2025,1/26/25,1/26/25,RE,EUR,N3N3 Vendor Invoice 2025-01-26,REF00796699,FIPOST,1/26/25,F-02,1,2
0000796707,N3IT,2025,1/17/25,1/17/25,RV,EUR,N3N3 Revenue Invoice 2025-01-17,REF00796707,BATCH,1/17/25,FB50,1,4
0000796740,N3IT,2025,1/26/25,1/26/25,SA,EUR,N3N3 GL Posting 2025-01-26,REF00796740,BATCH,1/26/25,VF01,1,2
0000796745,N3IT,2025,1/6/25,1/6/25,RV,EUR,N3N3 Revenue Invoice 2025-01-06,REF00796745,FIPOST,1/6/25,F-02,1,4
0000796895,N3IT,2025,1/9/25,1/9/25,SA,EUR,N3N3 GL Posting 2025-01-09,REF00796895,SDPOST,1/9/25,F-02,1,2
0000796942,N3IT,2025,1/6/25,1/6/25,SA,EUR,N3N3 GL Posting 2025-01-06,REF00796942,SDPOST,1/6/25,MIRO,1,2
0000796994,N3SN,2025,1/3/25,1/3/25,RE,XOF,N3N3 Vendor Invoice 2025-01-03,REF00796994,SAPUSER,1/3/25,FB01,1,2
0000797102,N3SN,2025,1/29/25,1/29/25,RV,XOF,N3N3 Revenue Invoice 2025-01-29,REF00797102,SAPUSER,1/29/25,FB01,1,4
0000797138,N3SN,2025,1/6/25,1/6/25,SA,XOF,N3N3 GL Posting 2025-01-06,REF00797138,MMPOST,1/6/25,VF01,1,2
0000797163,N3IT,2025,1/10/25,1/10/25,SA,EUR,N3N3 GL Posting 2025-01-10,REF00797163,MMPOST,1/10/25,F-02,1,2
0000797242,N3IT,2025,1/31/25,1/31/25,SA,EUR,N3N3 GL Posting 2025-01-31,REF00797242,SAPUSER,1/31/25,FB01,1,4
0000797254,N3IT,2025,1/3/25,1/3/25,RV,EUR,N3N3 Revenue Invoice 2025-01-03,REF00797254,SDPOST,1/3/25,MIRO,1,6
0000797264,N3IT,2025,1/24/25,1/24/25,RV,EUR,N3N3 Revenue Invoice 2025-01-24,REF00797264,BATCH,1/24/25,MIRO,1,4
0000797293,N3IT,2025,1/31/25,1/31/25,RV,EUR,N3N3 Revenue Invoice 2025-01-31,REF00797293,BATCH,1/31/25,FB01,1,4
0000797325,N3IT,2025,1/6/25,1/6/25,RV,EUR,N3N3 Revenue Invoice 2025-01-06,REF00797325,BATCH,1/6/25,VF01,1,4
0000797326,N3IT,2025,1/25/25,1/25/25,SA,EUR,N3N3 GL Posting 2025-01-25,REF00797326,SDPOST,1/25/25,MIRO,1,7
0000797352,N3IT,2025,1/25/25,1/25/25,SA,EUR,N3N3 GL Posting 2025-01-25,REF00797352,FIPOST,1/25/25,F-02,1,2
0000797393,N3IT,2025,1/7/25,1/7/25,RV,EUR,N3N3 Revenue Invoice 2025-01-07,REF00797393,SAPUSER,1/7/25,FB01,1,6
0000797396,N3IT,2025,1/28/25,1/28/25,SA,EUR,N3N3 GL Posting 2025-01-28,REF00797396,MMPOST,1/28/25,VF01,1,2
0000797452,N3IT,2025,1/17/25,1/17/25,RV,EUR,N3N3 Revenue Invoice 2025-01-17,REF00797452,MMPOST,1/17/25,MIRO,1,4
0000797581,N3IT,2025,1/10/25,1/10/25,SA,EUR,N3N3 GL Posting 2025-01-10,REF00797581,BATCH,1/10/25,FB50,1,4
0000797706,N3IT,2025,1/4/25,1/4/25,RE,EUR,N3N3 Vendor Invoice 2025-01-04,REF00797706,BATCH,1/4/25,MIRO,1,2
0000797730,N3IT,2025,1/16/25,1/16/25,RV,EUR,N3N3 Revenue Invoice 2025-01-16,REF00797730,BATCH,1/16/25,FB01,1,4
0000797830,N3IT,2025,1/26/25,1/26/25,RV,EUR,N3N3 Revenue Invoice 2025-01-26,REF00797830,BATCH,1/26/25,MIRO,1,4
0000797861,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00797861,MMPOST,1/10/25,FB50,1,6
0000797863,N3SN,2025,1/15/25,1/15/25,SA,XOF,N3N3 GL Posting 2025-01-15,REF00797863,SAPUSER,1/15/25,F-02,1,2
0000797885,N3IT,2025,1/25/25,1/25/25,RV,EUR,N3N3 Revenue Invoice 2025-01-25,REF00797885,MMPOST,1/25/25,MIRO,1,6
0000797897,N3IT,2025,1/29/25,1/29/25,RV,EUR,N3N3 Revenue Invoice 2025-01-29,REF00797897,SAPUSER,1/29/25,FB50,1,4
0000797940,N3SN,2025,1/31/25,1/31/25,SA,XOF,N3N3 GL Posting 2025-01-31,REF00797940,MMPOST,1/31/25,VF01,1,6
0000798125,N3IT,2025,1/6/25,1/6/25,RE,EUR,N3N3 Vendor Invoice 2025-01-06,REF00798125,SDPOST,1/6/25,FB50,1,2
0000798234,N3SN,2025,1/2/25,1/2/25,RV,XOF,N3N3 Revenue Invoice 2025-01-02,REF00798234,SDPOST,1/2/25,MIRO,1,6
0000798277,N3SN,2025,1/28/25,1/28/25,RE,XOF,N3N3 Vendor Invoice 2025-01-28,REF00798277,BATCH,1/28/25,VF01,1,2
0000798306,N3IT,2025,1/6/25,1/6/25,RV,EUR,N3N3 Revenue Invoice 2025-01-06,REF00798306,MMPOST,1/6/25,VF01,1,4
0000798323,N3IT,2025,1/15/25,1/15/25,RE,EUR,N3N3 Vendor Invoice 2025-01-15,REF00798323,SDPOST,1/15/25,MIRO,1,2
0000798367,N3IT,2025,1/29/25,1/29/25,RE,EUR,N3N3 Vendor Invoice 2025-01-29,REF00798367,MMPOST,1/29/25,F-02,1,4
0000798407,N3SN,2025,1/9/25,1/9/25,RV,XOF,N3N3 Revenue Invoice 2025-01-09,REF00798407,FIPOST,1/9/25,FB01,1,6
0000798418,N3IT,2025,1/15/25,1/15/25,RV,EUR,N3N3 Revenue Invoice 2025-01-15,REF00798418,SAPUSER,1/15/25,MIRO,1,6
0000798494,N3IT,2025,1/4/25,1/4/25,RV,EUR,N3N3 Revenue Invoice 2025-01-04,REF00798494,BATCH,1/4/25,FB01,1,4
0000798519,N3IT,2025,1/25/25,1/25/25,RE,EUR,N3N3 Vendor Invoice 2025-01-25,REF00798519,FIPOST,1/25/25,VF01,1,2
0000798524,N3IT,2025,1/28/25,1/28/25,RE,EUR,N3N3 Vendor Invoice 2025-01-28,REF00798524,FIPOST,1/28/25,VF01,1,2
0000798597,N3IT,2025,1/28/25,1/28/25,RV,EUR,N3N3 Revenue Invoice 2025-01-28,REF00798597,MMPOST,1/28/25,F-02,1,4
0000798639,N3IT,2025,1/11/25,1/11/25,RV,EUR,N3N3 Revenue Invoice 2025-01-11,REF00798639,BATCH,1/11/25,FB01,1,6
0000798687,N3IT,2025,1/24/25,1/24/25,SA,EUR,N3N3 GL Posting 2025-01-24,REF00798687,SAPUSER,1/24/25,FB01,1,6
0000798737,N3IT,2025,1/13/25,1/13/25,RE,EUR,N3N3 Vendor Invoice 2025-01-13,REF00798737,BATCH,1/13/25,F-02,1,4
0000798933,N3IT,2025,1/4/25,1/4/25,RV,EUR,N3N3 Revenue Invoice 2025-01-04,REF00798933,MMPOST,1/4/25,F-02,1,4
0000798946,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00798946,BATCH,1/10/25,FB01,1,6
0000798988,N3IT,2025,1/15/25,1/15/25,SA,EUR,N3N3 GL Posting 2025-01-15,REF00798988,FIPOST,1/15/25,VF01,1,2
0000799062,N3IT,2025,1/19/25,1/19/25,SA,EUR,N3N3 GL Posting 2025-01-19,REF00799062,BATCH,1/19/25,FB01,1,2
0000799099,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00799099,SDPOST,1/30/25,MIRO,1,6
0000799110,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00799110,SAPUSER,1/27/25,VF01,1,6
0000799119,N3IT,2025,1/3/25,1/3/25,RV,EUR,N3N3 Revenue Invoice 2025-01-03,REF00799119,BATCH,1/3/25,FB50,1,6
0000799125,N3IT,2025,1/23/25,1/23/25,RE,EUR,N3N3 Vendor Invoice 2025-01-23,REF00799125,FIPOST,1/23/25,FB01,1,4
0000799145,N3IT,2025,1/30/25,1/30/25,RE,EUR,N3N3 Vendor Invoice 2025-01-30,REF00799145,MMPOST,1/30/25,F-02,1,2
0000799169,N3IT,2025,1/21/25,1/21/25,RE,EUR,N3N3 Vendor Invoice 2025-01-21,REF00799169,FIPOST,1/21/25,FB01,1,2
0000799174,N3IT,2025,1/29/25,1/29/25,RE,EUR,N3N3 Vendor Invoice 2025-01-29,REF00799174,MMPOST,1/29/25,F-02,1,2
0000799225,N3IT,2025,1/16/25,1/16/25,RV,EUR,N3N3 Revenue Invoice 2025-01-16,REF00799225,MMPOST,1/16/25,FB50,1,4
0000799397,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00799397,MMPOST,1/27/25,VF01,1,6
0000799478,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00799478,BATCH,1/10/25,MIRO,1,4
0000799486,N3IT,2025,1/25/25,1/25/25,SA,EUR,N3N3 GL Posting 2025-01-25,REF00799486,BATCH,1/25/25,VF01,1,2
0000799490,N3IT,2025,1/20/25,1/20/25,RV,EUR,N3N3 Revenue Invoice 2025-01-20,REF00799490,SAPUSER,1/20/25,F-02,1,6
0000799501,N3IT,2025,1/23/25,1/23/25,RE,EUR,N3N3 Vendor Invoice 2025-01-23,REF00799501,MMPOST,1/23/25,FB01,1,2
0000799532,N3IT,2025,1/26/25,1/26/25,RV,EUR,N3N3 Revenue Invoice 2025-01-26,REF00799532,SDPOST,1/26/25,F-02,1,4
0000799602,N3IT,2025,1/4/25,1/4/25,RE,EUR,N3N3 Vendor Invoice 2025-01-04,REF00799602,SAPUSER,1/4/25,FB01,1,2
0000799789,N3IT,2025,1/31/25,1/31/25,SA,EUR,N3N3 GL Posting 2025-01-31,REF00799789,SDPOST,1/31/25,MIRO,1,6
0000799792,N3IT,2025,1/21/25,1/21/25,SA,EUR,N3N3 GL Posting 2025-01-21,REF00799792,SAPUSER,1/21/25,MIRO,1,2
0000799800,N3IT,2025,1/22/25,1/22/25,RV,EUR,N3N3 Revenue Invoice 2025-01-22,REF00799800,SDPOST,1/22/25,VF01,1,6
0000799802,N3IT,2025,1/4/25,1/4/25,SA,EUR,N3N3 GL Posting 2025-01-04,REF00799802,SDPOST,1/4/25,VF01,1,2
0000799848,N3IT,2025,1/18/25,1/18/25,RV,EUR,N3N3 Revenue Invoice 2025-01-18,REF00799848,SDPOST,1/18/25,F-02,1,4
0000799944,N3IT,2025,1/8/25,1/8/25,RV,EUR,N3N3 Revenue Invoice 2025-01-08,REF00799944,SDPOST,1/8/25,VF01,1,4
0000800003,N3IT,2025,1/24/25,1/24/25,RV,EUR,N3N3 Revenue Invoice 2025-01-24,REF00800003,FIPOST,1/24/25,FB50,1,4
0000800004,N3IT,2025,1/7/25,1/7/25,RV,EUR,N3N3 Revenue Invoice 2025-01-07,REF00800004,SAPUSER,1/7/25,MIRO,1,6
0000800065,N3IT,2025,1/31/25,1/31/25,RE,EUR,N3N3 Vendor Invoice 2025-01-31,REF00800065,SDPOST,1/31/25,FB50,1,2
0000800135,N3IT,2025,1/23/25,1/23/25,RE,EUR,N3N3 Vendor Invoice 2025-01-23,REF00800135,MMPOST,1/23/25,FB50,1,4
0000800141,N3IT,2025,1/13/25,1/13/25,RE,EUR,N3N3 Vendor Invoice 2025-01-13,REF00800141,MMPOST,1/13/25,F-02,1,2
0000800356,N3SN,2025,1/1/25,1/1/25,RE,XOF,N3N3 Vendor Invoice 2025-01-01,REF00800356,BATCH,1/1/25,F-02,1,2
0000800431,N3SN,2025,1/24/25,1/24/25,RV,XOF,N3N3 Revenue Invoice 2025-01-24,REF00800431,BATCH,1/24/25,VF01,1,4
0000800461,N3IT,2025,1/19/25,1/19/25,RV,EUR,N3N3 Revenue Invoice 2025-01-19,REF00800461,FIPOST,1/19/25,VF01,1,4
0000800465,N3IT,2025,1/7/25,1/7/25,SA,EUR,N3N3 GL Posting 2025-01-07,REF00800465,SAPUSER,1/7/25,VF01,1,2
0000800780,N3IT,2025,1/5/25,1/5/25,SA,EUR,N3N3 GL Posting 2025-01-05,REF00800780,SAPUSER,1/5/25,FB50,1,2
0000800808,N3SN,2025,1/15/25,1/15/25,RV,XOF,N3N3 Revenue Invoice 2025-01-15,REF00800808,BATCH,1/15/25,VF01,1,4
0000800911,N3SN,2025,1/7/25,1/7/25,RV,XOF,N3N3 Revenue Invoice 2025-01-07,REF00800911,SDPOST,1/7/25,FB01,1,6
0000800960,N3SN,2025,1/22/25,1/22/25,RV,XOF,N3N3 Revenue Invoice 2025-01-22,REF00800960,MMPOST,1/22/25,FB50,1,4
0000801001,N3SN,2025,1/11/25,1/11/25,SA,XOF,N3N3 GL Posting 2025-01-11,REF00801001,FIPOST,1/11/25,MIRO,1,7
0000801010,N3SN,2025,1/7/25,1/7/25,RV,XOF,N3N3 Revenue Invoice 2025-01-07,REF00801010,SDPOST,1/7/25,F-02,1,6
0000801022,N3IT,2025,1/12/25,1/12/25,RE,EUR,N3N3 Vendor Invoice 2025-01-12,REF00801022,FIPOST,1/12/25,FB01,1,2
0000801080,N3IT,2025,1/19/25,1/19/25,RE,EUR,N3N3 Vendor Invoice 2025-01-19,REF00801080,SDPOST,1/19/25,FB50,1,2
0000801125,N3IT,2025,1/8/25,1/8/25,RE,EUR,N3N3 Vendor Invoice 2025-01-08,REF00801125,FIPOST,1/8/25,F-02,1,2
0000801127,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00801127,FIPOST,1/27/25,MIRO,1,6
0000801149,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00801149,MMPOST,1/27/25,FB01,1,4
0000801207,N3IT,2025,1/20/25,1/20/25,SA,EUR,N3N3 GL Posting 2025-01-20,REF00801207,SAPUSER,1/20/25,VF01,1,6
0000801237,N3IT,2025,1/29/25,1/29/25,RV,EUR,N3N3 Revenue Invoice 2025-01-29,REF00801237,BATCH,1/29/25,FB50,1,4
0000801247,N3IT,2025,1/3/25,1/3/25,RV,EUR,N3N3 Revenue Invoice 2025-01-03,REF00801247,BATCH,1/3/25,FB50,1,6
0000801302,N3SN,2025,1/19/25,1/19/25,RV,XOF,N3N3 Revenue Invoice 2025-01-19,REF00801302,MMPOST,1/19/25,FB50,1,4
0000801306,N3IT,2025,1/10/25,1/10/25,SA,EUR,N3N3 GL Posting 2025-01-10,REF00801306,BATCH,1/10/25,FB50,1,4
0000801330,N3SN,2025,1/21/25,1/21/25,RV,XOF,N3N3 Revenue Invoice 2025-01-21,REF00801330,SAPUSER,1/21/25,F-02,1,6
0000801338,N3IT,2025,1/15/25,1/15/25,RE,EUR,N3N3 Vendor Invoice 2025-01-15,REF00801338,BATCH,1/15/25,VF01,1,2
0000801355,N3IT,2025,1/8/25,1/8/25,RV,EUR,N3N3 Revenue Invoice 2025-01-08,REF00801355,MMPOST,1/8/25,FB50,1,6
0000801418,N3IT,2025,1/24/25,1/24/25,RV,EUR,N3N3 Revenue Invoice 2025-01-24,REF00801418,FIPOST,1/24/25,VF01,1,4
0000801435,N3IT,2025,1/5/25,1/5/25,SA,EUR,N3N3 GL Posting 2025-01-05,REF00801435,FIPOST,1/5/25,FB50,1,2
0000801443,N3IT,2025,1/24/25,1/24/25,RV,EUR,N3N3 Revenue Invoice 2025-01-24,REF00801443,FIPOST,1/24/25,VF01,1,4
0000801482,N3IT,2025,1/19/25,1/19/25,RE,EUR,N3N3 Vendor Invoice 2025-01-19,REF00801482,SDPOST,1/19/25,FB01,1,2
0000801597,N3IT,2025,1/15/25,1/15/25,RE,EUR,N3N3 Vendor Invoice 2025-01-15,REF00801597,FIPOST,1/15/25,FB01,1,4
0000801633,N3IT,2025,1/13/25,1/13/25,RV,EUR,N3N3 Revenue Invoice 2025-01-13,REF00801633,BATCH,1/13/25,MIRO,1,4
0000801655,N3IT,2025,1/16/25,1/16/25,RE,EUR,N3N3 Vendor Invoice 2025-01-16,REF00801655,MMPOST,1/16/25,F-02,1,2
0000801686,N3IT,2025,1/9/25,1/9/25,RV,EUR,N3N3 Revenue Invoice 2025-01-09,REF00801686,FIPOST,1/9/25,FB01,1,4
0000801737,N3IT,2025,1/14/25,1/14/25,RV,EUR,N3N3 Revenue Invoice 2025-01-14,REF00801737,MMPOST,1/14/25,VF01,1,4
0000801746,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00801746,SAPUSER,1/10/25,MIRO,1,4
0000801876,N3IT,2025,1/31/25,1/31/25,RE,EUR,N3N3 Vendor Invoice 2025-01-31,REF00801876,BATCH,1/31/25,FB50,1,2
0000801934,N3IT,2025,1/23/25,1/23/25,RE,EUR,N3N3 Vendor Invoice 2025-01-23,REF00801934,SDPOST,1/23/25,FB01,1,2
0000801947,N3IT,2025,1/13/25,1/13/25,RV,EUR,N3N3 Revenue Invoice 2025-01-13,REF00801947,SAPUSER,1/13/25,F-02,1,4
0000801975,N3IT,2025,1/19/25,1/19/25,SA,EUR,N3N3 GL Posting 2025-01-19,REF00801975,SDPOST,1/19/25,FB01,1,2
0000802005,N3IT,2025,1/17/25,1/17/25,RE,EUR,N3N3 Vendor Invoice 2025-01-17,REF00802005,SDPOST,1/17/25,MIRO,1,4
0000802007,N3IT,2025,1/4/25,1/4/25,RV,EUR,N3N3 Revenue Invoice 2025-01-04,REF00802007,SAPUSER,1/4/25,FB50,1,4
0000802131,N3IT,2025,1/23/25,1/23/25,RV,EUR,N3N3 Revenue Invoice 2025-01-23,REF00802131,BATCH,1/23/25,FB50,1,4
0000802192,N3SN,2025,1/11/25,1/11/25,RV,XOF,N3N3 Revenue Invoice 2025-01-11,REF00802192,FIPOST,1/11/25,VF01,1,6
0000802244,N3IT,2025,1/1/25,1/1/25,RV,EUR,N3N3 Revenue Invoice 2025-01-01,REF00802244,MMPOST,1/1/25,F-02,1,4
0000802267,N3IT,2025,1/11/25,1/11/25,RV,EUR,N3N3 Revenue Invoice 2025-01-11,REF00802267,SDPOST,1/11/25,MIRO,1,4
0000802270,N3IT,2025,1/24/25,1/24/25,SA,EUR,N3N3 GL Posting 2025-01-24,REF00802270,SAPUSER,1/24/25,MIRO,1,2
0000802321,N3IT,2025,1/16/25,1/16/25,RV,EUR,N3N3 Revenue Invoice 2025-01-16,REF00802321,SDPOST,1/16/25,MIRO,1,4
0000802335,N3IT,2025,1/6/25,1/6/25,RV,EUR,N3N3 Revenue Invoice 2025-01-06,REF00802335,FIPOST,1/6/25,MIRO,1,4
0000802368,N3SN,2025,1/14/25,1/14/25,RV,XOF,N3N3 Revenue Invoice 2025-01-14,REF00802368,BATCH,1/14/25,F-02,1,6
0000802498,N3SN,2025,1/3/25,1/3/25,RV,XOF,N3N3 Revenue Invoice 2025-01-03,REF00802498,SAPUSER,1/3/25,F-02,1,4
0000802584,N3IT,2025,1/25/25,1/25/25,RV,EUR,N3N3 Revenue Invoice 2025-01-25,REF00802584,MMPOST,1/25/25,MIRO,1,4
0000802596,N3IT,2025,1/13/25,1/13/25,SA,EUR,N3N3 GL Posting 2025-01-13,REF00802596,SDPOST,1/13/25,MIRO,1,3
0000802611,N3IT,2025,1/2/25,1/2/25,RV,EUR,N3N3 Revenue Invoice 2025-01-02,REF00802611,SAPUSER,1/2/25,MIRO,1,4
0000802669,N3SN,2025,1/22/25,1/22/25,SA,XOF,N3N3 GL Posting 2025-01-22,REF00802669,SAPUSER,1/22/25,VF01,1,3
0000802708,N3IT,2025,1/31/25,1/31/25,SA,EUR,N3N3 GL Posting 2025-01-31,REF00802708,FIPOST,1/31/25,F-02,1,2
0000802712,N3IT,2025,1/16/25,1/16/25,RV,EUR,N3N3 Revenue Invoice 2025-01-16,REF00802712,BATCH,1/16/25,MIRO,1,4
0000802784,N3SN,2025,1/8/25,1/8/25,RV,XOF,N3N3 Revenue Invoice 2025-01-08,REF00802784,SAPUSER,1/8/25,F-02,1,4
0000802790,N3SN,2025,1/6/25,1/6/25,RV,XOF,N3N3 Revenue Invoice 2025-01-06,REF00802790,FIPOST,1/6/25,VF01,1,4
0000802823,N3IT,2025,1/12/25,1/12/25,SA,EUR,N3N3 GL Posting 2025-01-12,REF00802823,MMPOST,1/12/25,VF01,1,2
0000802832,N3IT,2025,1/3/25,1/3/25,RV,EUR,N3N3 Revenue Invoice 2025-01-03,REF00802832,MMPOST,1/3/25,F-02,1,4
0000802863,N3IT,2025,1/16/25,1/16/25,RV,EUR,N3N3 Revenue Invoice 2025-01-16,REF00802863,MMPOST,1/16/25,MIRO,1,6
0000802917,N3SN,2025,1/21/25,1/21/25,RV,XOF,N3N3 Revenue Invoice 2025-01-21,REF00802917,MMPOST,1/21/25,F-02,1,4
0000802918,N3IT,2025,1/8/25,1/8/25,RE,EUR,N3N3 Vendor Invoice 2025-01-08,REF00802918,BATCH,1/8/25,VF01,1,4
0000802938,N3IT,2025,1/23/25,1/23/25,RV,EUR,N3N3 Revenue Invoice 2025-01-23,REF00802938,BATCH,1/23/25,FB01,1,6
0000802958,N3SN,2025,1/10/25,1/10/25,RV,XOF,N3N3 Revenue Invoice 2025-01-10,REF00802958,SAPUSER,1/10/25,F-02,1,4
0000802984,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00802984,MMPOST,1/30/25,F-02,1,6
0000803065,N3IT,2025,1/7/25,1/7/25,RE,EUR,N3N3 Vendor Invoice 2025-01-07,REF00803065,SDPOST,1/7/25,FB50,1,2
0000803128,N3IT,2025,1/9/25,1/9/25,RV,EUR,N3N3 Revenue Invoice 2025-01-09,REF00803128,SDPOST,1/9/25,FB50,1,6
0000803139,N3IT,2025,1/2/25,1/2/25,RE,EUR,N3N3 Vendor Invoice 2025-01-02,REF00803139,MMPOST,1/2/25,F-02,1,2
0000803185,N3IT,2025,1/23/25,1/23/25,RV,EUR,N3N3 Revenue Invoice 2025-01-23,REF00803185,MMPOST,1/23/25,VF01,1,4
0000803239,N3IT,2025,1/5/25,1/5/25,RE,EUR,N3N3 Vendor Invoice 2025-01-05,REF00803239,FIPOST,1/5/25,FB50,1,4
0000803350,N3IT,2025,1/24/25,1/24/25,RV,EUR,N3N3 Revenue Invoice 2025-01-24,REF00803350,SAPUSER,1/24/25,MIRO,1,4
0000803377,N3IT,2025,1/25/25,1/25/25,RE,EUR,N3N3 Vendor Invoice 2025-01-25,REF00803377,SDPOST,1/25/25,FB01,1,4
0000803422,N3IT,2025,1/15/25,1/15/25,RV,EUR,N3N3 Revenue Invoice 2025-01-15,REF00803422,FIPOST,1/15/25,FB01,1,4
0000803424,N3SN,2025,1/23/25,1/23/25,RV,XOF,N3N3 Revenue Invoice 2025-01-23,REF00803424,FIPOST,1/23/25,FB50,1,4
0000803614,N3IT,2025,1/28/25,1/28/25,RV,EUR,N3N3 Revenue Invoice 2025-01-28,REF00803614,SDPOST,1/28/25,FB01,1,4
0000803631,N3SN,2025,1/9/25,1/9/25,RE,XOF,N3N3 Vendor Invoice 2025-01-09,REF00803631,BATCH,1/9/25,F-02,1,2
0000803696,N3IT,2025,1/21/25,1/21/25,RV,EUR,N3N3 Revenue Invoice 2025-01-21,REF00803696,SDPOST,1/21/25,MIRO,1,6
0000803709,N3SN,2025,1/27/25,1/27/25,RV,XOF,N3N3 Revenue Invoice 2025-01-27,REF00803709,FIPOST,1/27/25,FB50,1,4
0000803800,N3IT,2025,1/20/25,1/20/25,SA,EUR,N3N3 GL Posting 2025-01-20,REF00803800,SDPOST,1/20/25,MIRO,1,7
0000803838,N3IT,2025,1/19/25,1/19/25,RE,EUR,N3N3 Vendor Invoice 2025-01-19,REF00803838,BATCH,1/19/25,FB01,1,2
0000803885,N3IT,2025,1/19/25,1/19/25,RE,EUR,N3N3 Vendor Invoice 2025-01-19,REF00803885,MMPOST,1/19/25,FB50,1,2
0000803940,N3IT,2025,1/31/25,1/31/25,RV,EUR,N3N3 Revenue Invoice 2025-01-31,REF00803940,MMPOST,1/31/25,MIRO,1,4
0000804050,N3SN,2025,1/28/25,1/28/25,SA,XOF,N3N3 GL Posting 2025-01-28,REF00804050,FIPOST,1/28/25,MIRO,1,2
0000804053,N3IT,2025,1/20/25,1/20/25,SA,EUR,N3N3 GL Posting 2025-01-20,REF00804053,FIPOST,1/20/25,FB50,1,2
0000804096,N3SN,2025,1/10/25,1/10/25,SA,XOF,N3N3 GL Posting 2025-01-10,REF00804096,SDPOST,1/10/25,MIRO,1,2
0000804117,N3IT,2025,1/18/25,1/18/25,RV,EUR,N3N3 Revenue Invoice 2025-01-18,REF00804117,MMPOST,1/18/25,VF01,1,4
0000804148,N3IT,2025,1/7/25,1/7/25,RV,EUR,N3N3 Revenue Invoice 2025-01-07,REF00804148,FIPOST,1/7/25,FB50,1,4
0000804237,N3IT,2025,1/14/25,1/14/25,RV,EUR,N3N3 Revenue Invoice 2025-01-14,REF00804237,FIPOST,1/14/25,MIRO,1,4
